,Close
2000-01-03,33.1667
2000-01-04,30.9167
2000-01-05,29.875
2000-01-06,31.125
2000-01-07,29.9583
2000-01-10,33.5417
2000-01-11,31.1667
2000-01-12,32.0
2000-01-13,33.7083
2000-01-14,34.4167
2000-01-18,34.4583
2000-01-19,36.375
2000-01-20,35.4167
2000-01-21,35.25
2000-01-24,34.4583
2000-01-25,32.4583
2000-01-26,33.2917
2000-01-27,32.875
2000-01-28,30.4167
2000-01-31,30.6667
2000-02-01,31.5
2000-02-02,33.2917
2000-02-03,34.4167
2000-02-04,34.5417
2000-02-07,34.0417
2000-02-08,33.9583
2000-02-09,32.3333
2000-02-10,33.3333
2000-02-11,33.1042
2000-02-14,31.5417
2000-02-15,32.5417
2000-02-16,30.75
2000-02-17,30.625
2000-02-18,28.1667
2000-02-22,28.4583
2000-02-23,30.0417
2000-02-24,28.3333
2000-02-25,29.9167
2000-02-28,29.7917
2000-02-29,28.3333
2000-03-01,28.75
2000-03-02,27.125
2000-03-03,27.6667
2000-03-06,27.5417
2000-03-07,27.4167
2000-03-08,28.0
2000-03-09,27.9583
2000-03-10,26.9583
2000-03-13,25.625
2000-03-14,25.625
2000-03-15,27.4583
2000-03-16,29.2083
2000-03-17,28.25
2000-03-20,27.125
2000-03-21,26.8333
2000-03-22,26.5417
2000-03-23,26.4167
2000-03-24,26.5
2000-03-27,26.4583
2000-03-28,25.5417
2000-03-29,25.6667
2000-03-30,26.2917
2000-03-31,28.9167
2000-04-03,29.4583
2000-04-04,29.3333
2000-04-05,27.8333
2000-04-06,27.125
2000-04-07,27.2917
2000-04-10,26.3333
2000-04-11,25.0417
2000-04-12,27.4167
2000-04-13,25.6667
2000-04-14,24.875
2000-04-17,24.8333
2000-04-18,24.7083
2000-04-19,24.75
2000-04-20,24.875
2000-04-24,25.9167
2000-04-25,28.0417
2000-04-26,27.5833
2000-04-27,27.5833
2000-04-28,26.7083
2000-05-01,26.2917
2000-05-02,24.625
2000-05-03,22.0417
2000-05-04,23.9167
2000-05-05,23.0833
2000-05-08,22.7083
2000-05-09,21.9583
2000-05-10,20.9167
2000-05-11,21.6667
2000-05-12,21.4167
2000-05-15,21.7083
2000-05-16,21.9167
2000-05-17,20.5
2000-05-18,20.5417
2000-05-19,19.9167
2000-05-22,19.8333
2000-05-23,20.0
2000-05-24,20.9167
2000-05-25,20.9583
2000-05-26,20.9167
2000-05-30,22.6667
2000-05-31,25.25
2000-06-01,25.0417
2000-06-02,25.7917
2000-06-05,24.8333
2000-06-06,23.8333
2000-06-07,24.0
2000-06-08,23.5
2000-06-09,24.4167
2000-06-12,24.4167
2000-06-13,23.9583
2000-06-14,24.4583
2000-06-15,25.1667
2000-06-16,24.4583
2000-06-19,25.0833
2000-06-20,24.25
2000-06-21,25.0417
2000-06-22,25.2917
2000-06-23,24.625
2000-06-26,24.8333
2000-06-27,25.875
2000-06-28,26.0
2000-06-29,25.25
2000-06-30,27.0
2000-07-03,27.375
2000-07-05,26.6667
2000-07-06,26.2917
2000-07-07,26.25
2000-07-10,24.5417
2000-07-11,24.4167
2000-07-12,24.3333
2000-07-13,25.25
2000-07-14,25.2917
2000-07-17,25.6667
2000-07-18,24.9583
2000-07-19,24.6667
2000-07-20,24.9167
2000-07-21,23.7083
2000-07-24,22.3333
2000-07-25,23.0
2000-07-26,22.9167
2000-07-27,22.9583
2000-07-28,20.7083
2000-07-31,22.6771
2000-08-01,22.0833
2000-08-02,21.7917
2000-08-03,22.9167
2000-08-04,22.5417
2000-08-07,21.75
2000-08-08,21.1667
2000-08-09,21.9583
2000-08-10,21.9583
2000-08-11,22.125
2000-08-14,22.2917
2000-08-15,23.75
2000-08-16,24.375
2000-08-17,25.9167
2000-08-18,25.4167
2000-08-21,25.0833
2000-08-22,25.3333
2000-08-23,25.0
2000-08-24,25.1667
2000-08-25,25.2917
2000-08-28,24.9167
2000-08-29,24.4583
2000-08-30,24.8333
2000-08-31,24.8333
2000-09-01,25.25
2000-09-05,23.9583
2000-09-06,24.3333
2000-09-07,24.375
2000-09-08,24.2083
2000-09-11,24.2917
2000-09-12,24.2917
2000-09-13,25.3333
2000-09-14,25.4167
2000-09-15,24.3229
2000-09-18,24.5833
2000-09-19,24.3333
2000-09-20,23.25
2000-09-21,23.625
2000-09-22,24.3333
2000-09-25,25.0417
2000-09-26,25.4167
2000-09-27,25.375
2000-09-28,26.3333
2000-09-29,27.2917
2000-10-02,28.6667
2000-10-03,27.7917
2000-10-04,27.625
2000-10-05,29.2917
2000-10-06,28.7083
2000-10-09,27.5417
2000-10-10,28.25
2000-10-11,27.6667
2000-10-12,26.5417
2000-10-13,26.7083
2000-10-16,25.5833
2000-10-17,25.3333
2000-10-18,25.0833
2000-10-19,27.1563
2000-10-20,28.375
2000-10-23,28.3333
2000-10-24,28.25
2000-10-25,27.5833
2000-10-26,27.375
2000-10-27,27.9583
2000-10-30,27.5417
2000-10-31,27.1667
2000-11-01,27.1667
2000-11-02,26.6667
2000-11-03,26.2083
2000-11-06,25.6667
2000-11-07,26.0833
2000-11-08,25.7917
2000-11-09,25.875
2000-11-10,25.0
2000-11-13,24.7917
2000-11-14,25.375
2000-11-15,25.25
2000-11-16,24.5
2000-11-17,24.7917
2000-11-20,23.8333
2000-11-21,24.0
2000-11-22,24.4583
2000-11-24,24.7917
2000-11-27,25.3333
2000-11-28,25.5417
2000-11-29,25.8333
2000-11-30,25.625
2000-12-01,25.375
2000-12-04,24.9583
2000-12-05,24.7083
