Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time
LYB,"Lyondellbasell Industries NV",89.06,5.1,+6.07%,89.6,84.91,2721600,2022-11-11
LYV,"Live Nation Entertainment",76.7,0.34,+0.45%,77.31,75.42,1261300,2022-11-11
MA,"Mastercard Inc",339.29,2.02,+0.60%,342.63,336.36,3734700,2022-11-11
MAA,"Mid-America Apartment Communities",160.28,-3.55,-2.17%,164.88,158.89,574300,2022-11-11
MAR,"Marriot Int Cl A",163.78,5.8,+3.67%,164.89,159.83,2634500,2022-11-11
MAS,"Masco Corp",51.1,0.92,+1.83%,51.435,49.94,2718300,2022-11-11
MCD,"McDonald's Corp",271.39,-4.49,-1.63%,277,269.18,4742800,2022-11-11
MCHP,"Microchip Technology",75.83,1.91,+2.58%,76.28,73.05,4963800,2022-11-11
MCK,"Mckesson Corp",356.21,-14.11,-3.81%,365.53,341.31,3030900,2022-11-11
MCO,"Moody's Corp",310.37,16.11,+5.47%,312.86,295.22,1882000,2022-11-11
MDLZ,"Mondelez Intl Inc",64.8,-0.18,-0.28%,65.19,63.96,6384500,2022-11-11
MDT,"Medtronic Inc",83.55,1.71,+2.09%,83.645,81.94,8502400,2022-11-11
MET,"Metlife Inc",74.49,-0.23,-0.31%,75.63,74.2,5303000,2022-11-11
META,"Meta Platforms Inc",113.02,1.15,+1.03%,114.9,108.81,59961703,2022-11-11
MGM,"MGM Resorts International",36.63,1.32,+3.74%,37.07,35.66,5019000,2022-11-11
MHK,"Mohawk Industries",109.8,7.36,+7.18%,110.39,103.06,1012700,2022-11-11
MKC,"Mccormick & Company",83.77,1.91,+2.33%,84.1,80.06,1818600,2022-11-11
MKTX,"Marketaxess Holdings",283.3,5.83,+2.10%,284.49,270.61,508200,2022-11-11
MLM,"Martin Marietta Materials",362.19,-0.64999999999998,-0.18%,371.47,360.81,323200,2022-11-11
MMC,"Marsh & Mclennan Companies",166.6,-1.79,-1.06%,169.64,164.83,1994600,2022-11-11
MMM,"3M Company",132.98,3.83,+2.97%,133.49,129.15,3429300,2022-11-11
MNST,"Monster Beverage Cp",98.12,-1.18,-1.19%,99.31,96.22,2694300,2022-11-11
MO,"Altria Group",44.38,0.16,+0.36%,44.46,43.25,9820500,2022-11-11
MOH,"Molina Healthcare Inc",317.5,-12.19,-3.70%,331.28,307.7,748400,2022-11-11
MOS,"Mosaic Company",52.79,-0.71,-1.33%,55.8,51.8701,5681700,2022-11-11
MPC,"Marathon Petroleum Corp",121.23,2.05,+1.72%,122.69,119.845,3390200,2022-11-11
MPWR,"Monolithic Power Sys",393.37,6.5,+1.68%,402.54,382.01,751700,2022-11-11
MRK,"Merck & Company",97.96,-3.93,-3.86%,100.81,97.33,13342800,2022-11-11
MRNA,"Moderna Inc",171.2,2.64,+1.57%,172.13,162.74,3611600,2022-11-11
MRO,"Marathon Oil Corp",32.88,1.28,+4.05%,33.0591,32.31,16266600,2022-11-11
MS,"Morgan Stanley",90.78,1.98,+2.23%,91.6914,89,9119000,2022-11-11
MSCI,"MSCI Inc",512.37,2.67,+0.52%,522.24,509.01,509700,2022-11-11
MSFT,"Microsoft Corp",247.11,4.13,+1.70%,247.99,241.93,34620199,2022-11-11
MSI,"Motorola Solutions",249.53,-10.08,-3.88%,260.02,245.76,2209500,2022-11-11
MTB,"M&T Bank Corp",166.2,-3.99,-2.34%,171.585,163.85,2264100,2022-11-11
MTCH,"Match Group Inc",51.44,2.6,+5.32%,52.35,48.65,4649500,2022-11-11
MTD,"Mettler-Toledo International",1464.38,15.23,+1.05%,1488.37,1446.5699,138000,2022-11-11
MU,"Micron Technology",62.52,2.25,+3.73%,63.18,59.88,17579400,2022-11-11
NCLH,"Norwegian Cruise Ord",17.86,0.77,+4.51%,18.31,16.87,21141200,2022-11-11
NDAQ,"Nasdaq Inc",66.4,0.19,+0.29%,66.9,65.94,1797300,2022-11-11
NDSN,"Nordson Corp",236.55,1.37,+0.58%,239.07,234.82,219800,2022-11-11
NEE,"Nextera Energy",83.31,0.11,+0.13%,83.85,81.9825,5730800,2022-11-11
NEM,"Newmont Mining Corp",46.53,0.12,+0.26%,46.66,45.52,6814500,2022-11-11
NFLX,"Netflix Inc",290.13,15.16,+5.51%,290.66,271.56,9573800,2022-11-11
NI,"NiSource Inc",25.81,-0.28,-1.07%,26.115,25.56,4527300,2022-11-11
NKE,"Nike Inc",106.09,6.6,+6.63%,107.21,100.14,12597400,2022-11-11
NOC,"Northrop Grumman Corp",492.7,-38.89,-7.32%,518.83,490.2,2267400,2022-11-11
NOW,"Servicenow Inc",409.91,5.85,+1.45%,424.46,404.72,2144200,2022-11-11
NRG,"NRG Energy",45.4,0.31,+0.69%,45.505,44.37,2916200,2022-11-11
NSC,"Norfolk Southern Corp",250.91,7.93,+3.26%,252.71,244.57,1641100,2022-11-11
NTAP,"Netapp Inc",73.5,1.59,+2.21%,74.04,71.64,1406100,2022-11-11
NTRS,"Northern Trust Corp",94.03,3.63,+4.02%,95.05,90.39,1466800,2022-11-11
NUE,"Nucor Corp",138.76,-0.27000000000001,-0.19%,143.9789,137.84,2772800,2022-11-11
NVDA,"Nvidia Corp",163.27,5.77,+3.66%,163.89,154.82,65548695,2022-11-11
NVR,"NVR Inc",4491.4399,-38.290099999999,-0.85%,4555.7002,4479.9902,18100,2022-11-11
NWL,"Newell Rubbermaid Inc",14.12,0.67,+4.98%,14.24,13.48,4154300,2022-11-11
NWS,"News Cp Cl B",18.29,0.81,+4.63%,18.3,17.55,878100,2022-11-11
NWSA,"News Cp Cl A",18.06,0.76,+4.39%,18.07,17.45,3456300,2022-11-11
NXPI,"Nxp Semiconductors",169.94,4.47,+2.70%,171,163.54,2515200,2022-11-11
O,"Realty Income Corp",64.98,-0.39,-0.60%,65.83,64.66,3558100,2022-11-11
ODFL,"Old Dominion Freight Line Inc",314.11,8.48,+2.77%,319,307.96,1266600,2022-11-11
OGN,"Organon & CO",25.31,0.6,+2.43%,25.47,24.19,2931700,2022-11-11
OKE,"Oneok Inc",64.65,1.25,+1.97%,64.99,63.62,2695700,2022-11-11
OMC,"Omnicom Group Inc",77.51,2.4,+3.20%,77.96,75.53,1618500,2022-11-11
ON,"On Semiconductor",75.05,2.26,+3.10%,76.14,72.25,7264400,2022-11-11
ORCL,"Oracle Corp",77.74,0.56999999999999,+0.74%,77.8911,76.57,7712900,2022-11-11
ORLY,"O'Reilly Automotive",815.6,-28.25,-3.35%,842.22,808.8,652300,2022-11-11
OTIS,"Otis Worldwide Corp",77.37,1.77,+2.34%,78.03,75.615,2984500,2022-11-11
OXY,"Occidental Petroleum Corp",74.33,3.85,+5.46%,74.715,71.05,20663500,2022-11-11
PARA,"Paramount Global Cl B",18.81,2.24,+13.52%,19.3,16.45,29935201,2022-11-11
PAYC,"Paycom Software Inc",340.35,10.6,+3.21%,347.82,327.535,598000,2022-11-11
PAYX,"Paychex Inc",121.01,-0.37,-0.30%,122.05,119.17,2098000,2022-11-11
PCAR,"Paccar Inc",102.62,0.71,+0.70%,103.14,101.53,2378500,2022-11-11
PCG,"Pacific Gas & Electric Company",14.76,-0.050000000000001,-0.34%,15.05,14.65,19054600,2022-11-11
PEAK,"Healthpeak Properties Inc",25.42,0.07,+0.28%,25.64,25.16,4526100,2022-11-11
PEG,"Public Service Enterprise Group Inc",58.29,-1.23,-2.07%,59.35,57.67,4936000,2022-11-11
PEP,"Pepsico Inc",178.05,-3.65,-2.01%,181.69,175.44,7390700,2022-11-11
PFE,"Pfizer Inc",47.6,0.22,+0.46%,47.695,46.31,20909800,2022-11-11
PFG,"Principal Financial Group Inc",95,1.38,+1.47%,96.17,93.7,1970500,2022-11-11
PG,"Procter & Gamble Company",140.97,-0.21000000000001,-0.15%,141.63,139.1091,7175200,2022-11-11
PGR,"Progressive Corp",126.23,-3.51,-2.71%,131,125.13,3761100,2022-11-11
PH,"Parker-Hannifin Corp",308.57,5.25,+1.73%,309.805,302.195,819200,2022-11-11
PHM,Pultegroup,44.37,0.59,+1.35%,44.865,43.48,2785300,2022-11-11
PKG,"Packaging Corp of America",129.47,4.39,+3.51%,130.25,124.93,764700,2022-11-11
PKI,Perkinelmer,143.46,7.08,+5.19%,145.2,135.54,1510200,2022-11-11
PLD,"Prologis Inc",116.13,-2.21,-1.87%,119.42,115.96,3258300,2022-11-11
PM,"Philip Morris International Inc",94.47,1.22,+1.31%,94.82,92.42,4019000,2022-11-11
PNC,"PNC Bank",165.76,1.91,+1.17%,167.5,164.16,2755000,2022-11-11
PNR,"Pentair Ltd",46.69,1.59,+3.53%,47.135,44.82,1926000,2022-11-11
PNW,"Pinnacle West Capital Corp",71.64,-0.95999999999999,-1.32%,72.6,71.05,572900,2022-11-11
POOL,"Pool Corp",351.36,12.05,+3.55%,360.34,338.23,769300,2022-11-11
PPG,"PPG Industries",130.09,5.28,+4.23%,131,125.7,2106300,2022-11-11
PPL,"PPL Corp",27.41,-0.32,-1.15%,27.78,27.24,3381400,2022-11-11
PRU,"Prudential Financial Inc",110.21,2.49,+2.31%,110.96,107.84,2769100,2022-11-11
PSA,"Public Storage",295.18,-7.63,-2.52%,304.625,292.57,655600,2022-11-11
PSX,"Phillips 66",111.3,5.06,+4.76%,112.72,107.46,5586800,2022-11-11
PTC,"Ptc Inc",131.92,2.15,+1.66%,133.14,129.33,1191600,2022-11-11
PWR,"Quanta Services",144.47,-2.59,-1.76%,149,144.17,1065300,2022-11-11
PXD,"Pioneer Natural Resources Company",255.63,10.18,+4.15%,255.93,248.02,2226600,2022-11-11
PYPL,"Paypal Holdings",91.03,4.23,+4.87%,92,86.46,19916699,2022-11-11
QCOM,"Qualcomm Inc",121.43,0.75,+0.62%,122.16,118.99,9433800,2022-11-11
QRVO,"Qorvo Inc",96.78,2.1,+2.22%,97.39,93.16,1167500,2022-11-11
RCL,"Royal Caribbean Cruises Ltd",58.48,0.76,+1.32%,59.4684,57,5152100,2022-11-11
RE,"Everest Re Group",308.71,-11.48,-3.59%,322.15,306.02,444100,2022-11-11
REG,"Regency Centers Corp",65.82,-0.44,-0.66%,66.63,65.36,634000,2022-11-11
REGN,"Regeneron Pharmaceuticals",734.45,-6.63,-0.89%,737.43,706.75,951800,2022-11-11
RF,"Regions Financial Corp",23.41,0.13,+0.56%,23.6594,23.25,7080100,2022-11-11
RHI,"Robert Half International Inc",80.85,1.26,+1.58%,81.95,79.73,841100,2022-11-11
RJF,"Raymond James Financial",123.4,-0.58,-0.47%,126,122.95,1823500,2022-11-11
RL,"Ralph Lauren Corp",104.38,8.93,+9.36%,105.98,96.32,2300000,2022-11-11
RMD,"Resmed Inc",223.03,-2.15,-0.95%,228.15,222.27,488700,2022-11-11
ROK,"Rockwell Automation Inc",273.53,7.99,+3.01%,275.78,266.11,1031200,2022-11-11
ROL,"Rollins Inc",41.59,-0.43,-1.02%,42.2,41.26,2092700,2022-11-11
ROP,"Roper Industries",438.36,-0.069999999999993,-0.02%,442.76,433.945,609200,2022-11-11
ROST,"Ross Stores Inc",96.17,-0.96,-0.99%,98.47,95.46,2892600,2022-11-11
RSG,"Republic Services",131.06,-3.79,-2.81%,135.695,129.63,2259700,2022-11-11
RTX,"Raytheon Technologies Corp",93.65,-4.19,-4.28%,97.2,92.78,6937500,2022-11-11
SBAC,"SBA Communications",297.98,1.11,+0.37%,301.85,296.65,775500,2022-11-11
SBNY,"Signature Bank",143.98,3.04,+2.16%,145.46,137,1578600,2022-11-11
SBUX,"Starbucks Corp",97.38,1.12,+1.16%,98.67,96.57,8294300,2022-11-11
SCHW,"The Charles Schwab Corp",78.36,-0.2,-0.25%,80.19,77.51,12172400,2022-11-11
SEDG,"Solaredge Tech",288.91,5.24,+1.85%,299.9,279.32,1813400,2022-11-11
SEE,"Sealed Air Corp",50.52,1.05,+2.12%,51.505,49.55,2412400,2022-11-11
SHW,"Sherwin-Williams Company",237.24,-1.76,-0.74%,242.375,236.1301,1913000,2022-11-11
SIVB,"Svb Financial Group",235.62,4.67,+2.02%,239.54,230.34,1283000,2022-11-11
SJM,"J.M. Smucker Company",142.61,-3.26,-2.23%,145.78,138.79,1207200,2022-11-11
SLB,"Schlumberger N.V.",54.82,1.72,+3.24%,55.255,54.165,14725000,2022-11-11
SNA,"Snap-On Inc",234.31,-1.72,-0.73%,237.37,232.7192,277600,2022-11-11
SNPS,"Synopsys Inc",331.4,12.64,+3.97%,331.45,317.11,1275900,2022-11-11
SO,"Southern Company",65.09,-0.61999999999999,-0.94%,65.89,64.52,4639000,2022-11-11
SPG,"Simon Property Group",120.2,0.16,+0.13%,121.98,119.93,1999000,2022-11-11
SPGI,"S&P Global Inc",356.2,9.99,+2.89%,357.73,346.07,2042600,2022-11-11
SRE,Sempra,154.65,-1.18,-0.76%,156.3186,152.43,1191400,2022-11-11
STE,"Steris Corp",172.54,3.27,+1.93%,172.92,168.88,773600,2022-11-11
STT,"State Street Corp",80.99,1.13,+1.41%,82.14,79.97,2897800,2022-11-11
STX,"Seagate Technology Hldgs Plc",57.15,3.35,+6.23%,57.6,53.95,2597600,2022-11-11
STZ,"Constellation Brands Inc",247,2.97,+1.22%,247.08,237.01,1592900,2022-11-11
SWK,"Stanley Black & Decker Inc",84.2,2.75,+3.38%,85.65,81.325,2743800,2022-11-11
SWKS,"Skyworks Solutions",96.35,3.12,+3.35%,96.76,92.69,1867600,2022-11-11
SYF,"Synchrony Financial",40.23,1.5,+3.87%,40.885,38.94,6881200,2022-11-11
SYK,"Stryker Corp",224.29,5.33,+2.43%,224.64,217.96,2213100,2022-11-11
SYY,"Sysco Corp",84.47,0.23,+0.27%,85.11,83.6,3500400,2022-11-11
T,"AT&T Inc",19.05,0.21,+1.11%,19.13,18.78,52519500,2022-11-11
TAP,"Molson Coors Brewing Company",51.9,0.45,+0.87%,52.14,50.6291,1440300,2022-11-11
TDG,"Transdigm Group Inc",626.25,-13.77,-2.15%,646.52,623,325100,2022-11-11
TDY,"Teledyne Technologies Inc",412.99,-8.26,-1.96%,420.23,410.06,273200,2022-11-11
TECH,"Bio-Techne Cp",349.97,12.88,+3.82%,362.53,336.66,528500,2022-11-11
TEL,"Te Connectivity Ltd",124.11,1.96,+1.60%,125.86,122,2773800,2022-11-11
TER,"Teradyne Inc",96.31,2.98,+3.19%,96.89,92.65,1716400,2022-11-11
TFC,"Truist Financial Corp",47.26,1.22,+2.65%,47.46,46.11,8322900,2022-11-11
TFX,"Teleflex Inc",219.51,1.31,+0.60%,222.76,216.47,514800,2022-11-11
TGT,"Target Corp",173.32,8.94,+5.44%,174.83,164.95,5828300,2022-11-11
TJX,"TJX Companies",73.9,-0.099999999999994,-0.14%,75,73.19,5988600,2022-11-11
TMO,"Thermo Fisher Scientific Inc",538.68,18.1,+3.48%,545.46,526.62,2422500,2022-11-11
TMUS,"T-Mobile US",146.19,-4.26,-2.83%,150.14,145.05,7576600,2022-11-11
TPR,"Tapestry Inc",35.37,2.83,+8.70%,35.76,32.54,4672100,2022-11-11
TRGP,"Targa Resources",72.64,1.05,+1.47%,73.79,71.365,1383000,2022-11-11
TRMB,"Trimble Navigation",62,2.84,+4.80%,62.4,59.33,1285700,2022-11-11
TROW,"T Rowe Price Group",133.34,8.69,+6.97%,134.64,124.02,5549400,2022-11-11
TRV,"The Travelers Companies Inc",181.73,-1.57,-0.86%,185.58,180.21,1403300,2022-11-11
TSCO,"Tractor Supply Company",209.05,-1.54,-0.73%,214.45,207.49,1276300,2022-11-11
TSLA,"Tesla Inc",195.97,5.25,+2.75%,196.52,182.59,114403500,2022-11-11
TSN,"Tyson Foods",67.41,0.95,+1.43%,67.515,65.58,4794300,2022-11-11
TT,"Trane Technologies Plc",176.08,-0.69,-0.39%,181.62,175.26,1627400,2022-11-11
TTWO,"Take-Two Interactive",102.25,3.68,+3.73%,104.05,98.16,4107000,2022-11-11
TXN,"Texas Instruments",179.49,4.8,+2.75%,180.79,173.4,6911900,2022-11-11
TXT,"Textron Inc",70.88,-0.64,-0.89%,72.05,70.755,1184700,2022-11-11
TYL,"Tyler Technologies",324.61,14.9,+4.81%,326.5,308.97,471900,2022-11-11
UAL,"United Airlines Holdings Inc",44.71,0.38,+0.86%,45.41,44.22,8173300,2022-11-11
UDR,"United Dominion Realty Trust",40.11,-0.58,-1.43%,40.93,39.85,2165000,2022-11-11
UHS,"Universal Health Services",125,3.2,+2.63%,125.76,121.595,1017200,2022-11-11
ULTA,"Ulta Beauty Inc",430.27,6.69,+1.58%,430.75,420.27,893300,2022-11-11
UNH,"Unitedhealth Group Inc",522.08,-22.09,-4.06%,546.28,509.65,7034200,2022-11-11
UNP,"Union Pacific Corp",217.5,4.51,+2.12%,219.56,214.76,5176400,2022-11-11
UPS,"United Parcel Service",178.19,5.87,+3.41%,178.985,172.51,3851500,2022-11-11
URI,"United Rentals",349.31,4.4,+1.28%,362.68,346.25,1028500,2022-11-11
USB,"U.S. Bancorp",44.92,0.050000000000004,+0.11%,45.05,44.44,10692700,2022-11-11
V,"Visa Inc",205,-0.56999999999999,-0.28%,206.425,202.15,9601000,2022-11-11
VFC,"V.F. Corp",33.34,3.41,+11.39%,33.48,30.21,10064300,2022-11-11
VICI,"Vici Properties Inc",32.13,-0.48999999999999,-1.50%,32.87,32.005,6896300,2022-11-11
VLO,"Valero Energy Corp",133.96,1.51,+1.14%,136.17,132.7,4438200,2022-11-11
VMC,"Vulcan Materials Company",178.96,-1.11,-0.62%,183.57,178.015,920700,2022-11-11
VNO,"Vornado Realty Trust",25.77,0.68,+2.71%,26.28,24.75,3775600,2022-11-11
VRSK,"Verisk Analytics Inc",178.27,-2.84,-1.57%,181.11,177.49,880800,2022-11-11
VRSN,"Verisign Inc",192.39,1.27,+0.66%,193.28,189.75,576000,2022-11-11
VRTX,"Vertex Pharmaceutic",303.26,-7.77,-2.50%,309.8,288.83,2182100,2022-11-11
VTR,"Ventas Inc",45.31,0.45,+1.00%,45.69,44.85,2248100,2022-11-11
VTRS,"Viatris Inc",11.44,0.1,+0.88%,11.52,11.19,8520601,2022-11-11
VZ,"Verizon Communications Inc",38.3,-0.22000000000001,-0.57%,38.69,37.81,22980900,2022-11-11
WAB,"Wabtec Corp",101.07,0.72,+0.72%,101.71,99.095,2006000,2022-11-11
WAT,"Waters Corp",331.85,0,0.00%,338.42,330.285,349700,2022-11-11
WBA,"Walgreens Boots Alliance",41.26,2.77,+7.20%,41.56,39.4,13101301,2022-11-11
WBD,"Discovery Inc Series A",11.84,1.04,+9.63%,12.36,10.61,48852199,2022-11-11
WDC,"Western Digital Cp",39.75,2,+5.30%,39.99,37.86,3921500,2022-11-11
WEC,"Wisconsin Energy Corp",93.15,-1,-1.06%,94.09,92.4,2113800,2022-11-11
WELL,"Welltower Inc",71.58,1.52,+2.17%,71.73,70.31,3012000,2022-11-11
WFC,"Wells Fargo & Company",47.55,-0.40000000000001,-0.83%,48.36,47.33,18076500,2022-11-11
WHR,"Whirlpool Corp",156.58,6.93,+4.63%,157.5,149.32,944400,2022-11-11
WM,"Waste Management",158.16,-3.06,-1.90%,161.7,156.065,2357900,2022-11-11
WMB,"Williams Companies",34.08,0.46,+1.37%,34.24,33.555,5767600,2022-11-11
WMT,"Walmart Inc",142.58,0.22,+0.15%,143.12,139.99,6423600,2022-11-11
WRB,"W.R. Berkley Corp",69.77,-3.52,-4.80%,74.34,69.04,2759800,2022-11-11
WRK,"Westrock Company",37.66,0.70999999999999,+1.92%,38.26,36.8,4064300,2022-11-11
WST,"West Pharmaceutical Services",250.93,8.19,+3.37%,253.53,242.75,962800,2022-11-11
WTW,"Willis Towers Watson Public Ltd CO",233.89,1.77,+0.76%,234.59,229.95,795700,2022-11-11
WY,"Weyerhaeuser Company",33.09,0.23,+0.70%,33.4,32.845,2868800,2022-11-11
WYNN,"Wynn Resorts Ltd",77.98,5.98,+8.31%,78.83,74.76,6394400,2022-11-11
XEL,"XCEL Energy Inc",67.49,-1.62,-2.34%,68.94,66.84,5005200,2022-11-11
XOM,"Exxon Mobil Corp",113.95,3.45,+3.12%,114.5,112.49,20518800,2022-11-11
XRAY,"Dentsply Sirona Inc",32.05,1.77,+5.85%,32.28,30.33,4094400,2022-11-11
XYL,"Xylem Inc",111.2,-0.53999999999999,-0.48%,113.085,111.1,722500,2022-11-11
YUM,"Yum! Brands",123.33,-0.8,-0.64%,124.78,122.81,1870200,2022-11-11
ZBH,"Zimmer Biomet Holdings",115.56,2.66,+2.36%,115.97,113.085,1562100,2022-11-11
ZBRA,"Zebra Technologies",263.38,9.96,+3.93%,265.98,252.84,571600,2022-11-11
ZION,"Zions Bancorp",55.39,1.52,+2.82%,56.1,53.7,2324200,2022-11-11
ZTS,"Zoetis Inc Cl A",148.55,5.94,+4.17%,149.27,142.5,4129600,2022-11-11
"Downloaded from Barchart.com as of 11-12-2022 09:07pm CST"
